Usuario,Email,Genero,Edad,Ciudad,Estrato,Referencia_producto,Estado_civil,Acepta_envio_mail,Valor_Compra
2692,2692@hotmail.com,masculino,52,medellin,4,C,soltero/a,SI,30322
2693,2693@hotmail.com,femenino,38,bogota,4,A,casado/a,SI,55200
2694,2694@hotmail.com,masculino,54,bogota,6,C,soltero/a,SI,25498
2695,2695@hotmail.com,femenino,43,cali,5,C,soltero/a,SI,64444
2696,2696@hotmail.com,masculino,42,cali,5,D,soltero/a,SI,38321
2697,2697@hotmail.com,masculino,25,bogota,5,C,soltero/a,SI,88650
2698,2698@hotmail.com,femenino,50,bogota,6,A,soltero/a,SI,62759
2699,2699@hotmail.com,masculino,69,bogota,5,A,casado/a,SI,86126
2700,2700@hotmail.com,masculino,33,bogota,5,D,divorciado/a,SI,83602
2701,2701@hotmail.com,femenino,64,cali,5,C,soltero/a,SI,95917
2702,2702@hotmail.com,masculino,58,barranquilla,5,B,soltero/a,SI,83604
2703,2703@hotmail.com,masculino,48,bucaramanga,5,B,soltero/a,SI,46204
2704,2704@hotmail.com,masculino,39,medellin,6,A,soltero/a,SI,86458
2705,2705@hotmail.com,femenino,65,medellin,5,C,casado/a,SI,79229
2706,2706@hotmail.com,femenino,47,bogota,6,C,soltero/a,SI,70512
2707,2707@hotmail.com,masculino,20,bogota,4,C,soltero/a,NO,64832
2708,2708@hotmail.com,masculino,60,cali,5,C,soltero/a,SI,90427
2709,2709@hotmail.com,femenino,53,cali,6,D,soltero/a,SI,38029
2710,2710@hotmail.com,masculino,29,bogota,6,C,soltero/a,SI,77242
2711,2711@hotmail.com,masculino,20,bogota,5,A,casado/a,SI,74832
2712,2712@hotmail.com,masculino,36,bogota,4,A,divorciado/a,SI,97238
2713,2713@hotmail.com,femenino,61,bogota,4,D,soltero/a,SI,93721
2714,2714@hotmail.com,femenino,33,cali,4,C,soltero/a,SI,92127
2715,2715@hotmail.com,masculino,29,barranquilla,5,B,soltero/a,SI,48910
2716,2716@hotmail.com,masculino,24,bucaramanga,6,B,soltero/a,SI,31531
2717,2717@hotmail.com,femenino,60,medellin,4,B,casado/a,SI,39604
2718,2718@hotmail.com,masculino,61,medellin,4,C,soltero/a,SI,44595
2719,2719@hotmail.com,masculino,40,bogota,4,C,soltero/a,SI,95816
2720,2720@hotmail.com,masculino,36,bogota,5,C,soltero/a,SI,75837
2721,2721@hotmail.com,femenino,54,cali,6,C,soltero/a,SI,54882
2722,2722@hotmail.com,femenino,50,cali,4,D,soltero/a,SI,59679
2723,2723@hotmail.com,masculino,49,bucaramanga,5,C,casado/a,SI,31864
2724,2724@hotmail.com,masculino,55,cali,5,A,divorciado/a,SI,30613
2725,2725@hotmail.com,femenino,45,medellin,6,A,soltero/a,SI,85567
2726,2726@hotmail.com,masculino,23,bucaramanga,5,D,soltero/a,SI,52515
2727,2727@hotmail.com,masculino,44,cali,5,C,soltero/a,SI,70221
2728,2728@hotmail.com,masculino,49,medellin,4,B,soltero/a,SI,48788
2729,2729@hotmail.com,femenino,55,bucaramanga,4,B,casado/a,SI,37262
2730,2730@hotmail.com,femenino,60,cali,5,B,soltero/a,SI,59629
2731,2731@hotmail.com,masculino,59,medellin,5,C,soltero/a,SI,66854
2732,2732@hotmail.com,masculino,21,bucaramanga,4,C,soltero/a,SI,75945
2733,2733@hotmail.com,femenino,60,cali,5,C,soltero/a,SI,61057
2734,2734@hotmail.com,masculino,63,medellin,5,A,soltero/a,SI,98098
2735,2735@hotmail.com,femenino,54,cali,6,D,casado/a,SI,44074
2736,2736@hotmail.com,masculino,64,bogota,4,C,divorciado/a,SI,92913
2737,2737@hotmail.com,masculino,42,bogota,5,B,soltero/a,SI,37826
2738,2738@hotmail.com,femenino,25,bogota,6,B,soltero/a,SI,41317
2739,2739@hotmail.com,masculino,21,bogota,4,B,soltero/a,SI,46406
2740,2740@hotmail.com,masculino,50,cali,5,C,soltero/a,SI,24755
2741,2741@hotmail.com,femenino,45,cali,5,C,casado/a,SI,58466
2742,2742@hotmail.com,masculino,25,medellin,5,C,soltero/a,SI,45190
2743,2743@hotmail.com,masculino,65,medellin,6,C,soltero/a,SI,48782
2744,2744@hotmail.com,femenino,38,medellin,5,D,soltero/a,SI,80445
2745,2745@hotmail.com,masculino,62,cali,4,C,soltero/a,SI,80177
2746,2746@hotmail.com,masculino,20,bogota,4,D,soltero/a,SI,93717
2747,2747@hotmail.com,femenino,62,bogota,5,D,casado/a,SI,72856
2748,2748@hotmail.com,masculino,31,bogota,4,D,divorciado/a,SI,94734
2749,2749@hotmail.com,masculino,49,bogota,6,C,soltero/a,SI,98755
2750,2750@hotmail.com,femenino,54,cali,4,B,soltero/a,SI,36786
2751,2751@hotmail.com,masculino,45,cali,5,B,soltero/a,SI,52186
2752,2752@hotmail.com,masculino,27,bogota,6,B,soltero/a,SI,44565
2753,2753@hotmail.com,femenino,64,bogota,4,C,casado/a,SI,74410
2754,2754@hotmail.com,masculino,54,bogota,4,C,soltero/a,SI,80358
2755,2755@hotmail.com,femenino,45,bogota,6,C,soltero/a,SI,89689
2756,2756@hotmail.com,masculino,43,cali,5,C,soltero/a,SI,57932
2757,2757@hotmail.com,masculino,30,cali,6,D,soltero/a,SI,86818
2758,2758@hotmail.com,femenino,45,bogota,6,C,soltero/a,SI,51232
2759,2759@hotmail.com,masculino,63,bogota,5,A,casado/a,SI,90978
2760,2760@hotmail.com,masculino,68,bogota,5,A,divorciado/a,SI,53738
2761,2761@hotmail.com,femenino,43,bogota,4,D,soltero/a,SI,55609
2762,2762@hotmail.com,masculino,29,cali,6,C,soltero/a,SI,39079
2763,2763@hotmail.com,masculino,63,barranquilla,4,B,soltero/a,SI,94028
2764,2764@hotmail.com,femenino,53,bucaramanga,4,B,soltero/a,SI,79678
2765,2765@hotmail.com,masculino,25,medellin,5,B,casado/a,SI,94746
2766,2766@hotmail.com,masculino,34,medellin,4,C,soltero/a,SI,75657
2767,2767@hotmail.com,femenino,47,bogota,6,C,soltero/a,SI,82696
2768,2768@hotmail.com,masculino,20,bogota,4,C,soltero/a,SI,49872
2769,2769@hotmail.com,masculino,43,cali,6,C,soltero/a,SI,67810
2770,2770@hotmail.com,femenino,48,cali,5,D,soltero/a,SI,30261
2771,2771@hotmail.com,masculino,59,bogota,5,C,casado/a,SI,27775
2772,2772@hotmail.com,masculino,62,bogota,5,A,divorciado/a,SI,59972
2773,2773@hotmail.com,femenino,50,bogota,5,A,soltero/a,SI,83319
2774,2774@hotmail.com,masculino,54,bogota,5,D,soltero/a,SI,84619
2775,2775@hotmail.com,femenino,44,cali,6,C,soltero/a,SI,32794
2776,2776@hotmail.com,masculino,48,barranquilla,4,B,soltero/a,SI,85662
2777,2777@hotmail.com,masculino,33,bucaramanga,5,B,casado/a,SI,48158
2778,2778@hotmail.com,femenino,25,medellin,4,B,soltero/a,NO,94501
2779,2779@hotmail.com,masculino,63,medellin,6,C,soltero/a,SI,29593
2780,2780@hotmail.com,masculino,25,bogota,6,C,soltero/a,SI,58927
2781,2781@hotmail.com,femenino,67,bogota,4,C,soltero/a,SI,87953
2782,2782@hotmail.com,masculino,62,cali,6,C,soltero/a,SI,28005
2783,2783@hotmail.com,masculino,58,cali,5,D,casado/a,SI,86333
2784,2784@hotmail.com,femenino,47,bogota,6,C,divorciado/a,SI,22582
2785,2785@hotmail.com,masculino,28,bogota,6,A,soltero/a,SI,77137
2786,2786@hotmail.com,masculino,23,bogota,5,A,soltero/a,SI,27433
2787,2787@hotmail.com,femenino,40,bogota,6,D,soltero/a,SI,93412
2788,2788@hotmail.com,masculino,43,cali,4,C,soltero/a,SI,84648
2789,2789@hotmail.com,masculino,65,barranquilla,4,B,casado/a,SI,92239
2790,2790@hotmail.com,femenino,41,bucaramanga,4,B,soltero/a,SI,31699
2791,2791@hotmail.com,masculino,51,medellin,5,B,soltero/a,SI,78454
2792,2792@hotmail.com,masculino,31,medellin,5,C,soltero/a,SI,56834
2793,2793@hotmail.com,femenino,37,bogota,6,A,soltero/a,SI,28153
2794,2794@hotmail.com,masculino,68,bogota,6,C,soltero/a,SI,89347
2795,2795@hotmail.com,femenino,26,cali,5,C,casado/a,SI,77371
2796,2796@hotmail.com,masculino,21,cali,4,D,divorciado/a,SI,50449
2797,2797@hotmail.com,masculino,20,bogota,4,C,soltero/a,SI,67136
2798,2798@hotmail.com,femenino,43,bogota,4,A,soltero/a,SI,50262
2799,2799@hotmail.com,masculino,52,bogota,4,A,soltero/a,SI,35726
2800,2800@hotmail.com,masculino,50,bogota,6,D,soltero/a,SI,48126
2801,2801@hotmail.com,femenino,46,cali,5,C,casado/a,SI,54428
2802,2802@hotmail.com,masculino,27,barranquilla,5,B,soltero/a,SI,34097
2803,2803@hotmail.com,masculino,51,bucaramanga,4,B,soltero/a,SI,97251
2804,2804@hotmail.com,masculino,20,medellin,5,A,soltero/a,SI,48531
2805,2805@hotmail.com,femenino,39,medellin,6,C,soltero/a,SI,55202
2806,2806@hotmail.com,femenino,62,bogota,5,C,soltero/a,NO,23691
2807,2807@hotmail.com,masculino,49,bogota,5,C,casado/a,SI,67584
2808,2808@hotmail.com,masculino,44,cali,4,C,divorciado/a,SI,32575
2809,2809@hotmail.com,femenino,34,cali,4,D,soltero/a,SI,60487
2810,2810@hotmail.com,masculino,32,bogota,4,C,soltero/a,SI,72859
2811,2811@hotmail.com,masculino,37,bogota,4,A,soltero/a,SI,59200
2812,2812@hotmail.com,masculino,53,bogota,6,A,soltero/a,SI,29073
2813,2813@hotmail.com,femenino,55,bogota,6,D,casado/a,SI,23573
2814,2814@hotmail.com,femenino,31,cali,5,C,soltero/a,SI,96406
2815,2815@hotmail.com,masculino,20,barranquilla,4,B,soltero/a,SI,38522
2816,2816@hotmail.com,masculino,37,bucaramanga,5,B,soltero/a,SI,31824
2817,2817@hotmail.com,femenino,31,medellin,5,B,soltero/a,SI,41507
2818,2818@hotmail.com,masculino,46,medellin,4,C,soltero/a,SI,63788
2819,2819@hotmail.com,masculino,27,bogota,4,C,casado/a,SI,46070
2820,2820@hotmail.com,masculino,28,bogota,4,C,divorciado/a,SI,94613
2821,2821@hotmail.com,femenino,35,cali,6,C,soltero/a,SI,96301
2822,2822@hotmail.com,femenino,69,cali,5,D,soltero/a,SI,57816
2823,2823@hotmail.com,masculino,26,bucaramanga,6,C,soltero/a,SI,45452
2824,2824@hotmail.com,masculino,33,cali,5,A,soltero/a,SI,67645
2825,2825@hotmail.com,femenino,66,medellin,6,A,casado/a,SI,96872
2826,2826@hotmail.com,masculino,51,bucaramanga,6,D,soltero/a,SI,96281
2827,2827@hotmail.com,masculino,35,cali,4,C,soltero/a,SI,26751
2828,2828@hotmail.com,masculino,41,medellin,4,B,soltero/a,SI,50106
2829,2829@hotmail.com,femenino,26,bucaramanga,6,B,soltero/a,SI,67564
2830,2830@hotmail.com,femenino,58,cali,5,B,soltero/a,SI,20935
2831,2831@hotmail.com,masculino,35,medellin,4,C,casado/a,SI,45579
2832,2832@hotmail.com,masculino,35,bucaramanga,4,C,divorciado/a,SI,60622
2833,2833@hotmail.com,femenino,69,cali,6,C,soltero/a,SI,65774
2834,2834@hotmail.com,masculino,57,medellin,4,A,soltero/a,SI,48737
2835,2835@hotmail.com,femenino,22,cali,6,D,soltero/a,SI,70044
2836,2836@hotmail.com,masculino,32,bogota,5,C,soltero/a,SI,60273
2837,2837@hotmail.com,masculino,67,bogota,4,B,casado/a,SI,58350
2838,2838@hotmail.com,femenino,43,bogota,6,B,soltero/a,SI,93140
2839,2839@hotmail.com,masculino,63,bogota,6,B,soltero/a,SI,94676
2840,2840@hotmail.com,masculino,61,cali,6,C,soltero/a,SI,27455
2841,2841@hotmail.com,femenino,38,cali,4,C,soltero/a,SI,61460
2842,2842@hotmail.com,masculino,33,medellin,5,C,soltero/a,SI,68609
2843,2843@hotmail.com,masculino,63,medellin,6,C,casado/a,SI,57720
2844,2844@hotmail.com,femenino,61,medellin,4,D,divorciado/a,SI,42096
2845,2845@hotmail.com,masculino,50,cali,4,C,soltero/a,SI,42852
2846,2846@hotmail.com,masculino,23,bogota,5,D,soltero/a,SI,30604
2847,2847@hotmail.com,femenino,32,bogota,4,D,soltero/a,SI,35794
2848,2848@hotmail.com,masculino,57,bogota,6,D,soltero/a,SI,93444
2849,2849@hotmail.com,masculino,51,bogota,5,C,casado/a,SI,98117
2850,2850@hotmail.com,femenino,35,cali,6,B,soltero/a,SI,38685
2851,2851@hotmail.com,masculino,40,cali,4,B,soltero/a,SI,23759
2852,2852@hotmail.com,masculino,20,bogota,6,B,soltero/a,SI,38579
2853,2853@hotmail.com,femenino,50,bogota,4,C,soltero/a,SI,66721
2854,2854@hotmail.com,masculino,67,bogota,5,C,soltero/a,SI,46425
2855,2855@hotmail.com,femenino,29,bogota,4,C,casado/a,SI,30121
2856,2856@hotmail.com,masculino,20,cali,5,C,divorciado/a,SI,65971
2857,2857@hotmail.com,masculino,44,cali,6,D,soltero/a,SI,71206
2858,2858@hotmail.com,femenino,28,bogota,6,C,soltero/a,SI,25348
2859,2859@hotmail.com,masculino,48,bogota,5,A,soltero/a,SI,69894
2860,2860@hotmail.com,masculino,48,bogota,6,A,soltero/a,SI,37186
2861,2861@hotmail.com,femenino,45,bogota,4,D,casado/a,SI,85224
2862,2862@hotmail.com,masculino,42,cali,5,C,soltero/a,SI,33390
2863,2863@hotmail.com,masculino,33,barranquilla,4,B,soltero/a,SI,68043
2864,2864@hotmail.com,femenino,65,bucaramanga,5,B,soltero/a,SI,25341
2865,2865@hotmail.com,masculino,46,medellin,5,B,soltero/a,SI,46710
2866,2866@hotmail.com,masculino,52,medellin,6,C,soltero/a,SI,86486
2867,2867@hotmail.com,femenino,60,bogota,4,C,casado/a,SI,65910
2868,2868@hotmail.com,masculino,34,bogota,4,C,divorciado/a,SI,36571
2869,2869@hotmail.com,masculino,43,cali,5,C,soltero/a,SI,61957
2870,2870@hotmail.com,femenino,35,cali,6,D,soltero/a,SI,92253
2871,2871@hotmail.com,masculino,28,bogota,4,C,soltero/a,SI,96176
2872,2872@hotmail.com,masculino,51,bogota,5,A,soltero/a,SI,73739
2873,2873@hotmail.com,femenino,31,bogota,6,A,casado/a,SI,57400
2874,2874@hotmail.com,masculino,60,bogota,4,D,soltero/a,SI,78128
2875,2875@hotmail.com,femenino,70,cali,6,C,soltero/a,SI,55110
2876,2876@hotmail.com,masculino,45,barranquilla,5,B,soltero/a,SI,45510
2877,2877@hotmail.com,masculino,34,bucaramanga,4,B,soltero/a,NO,37651
2878,2878@hotmail.com,femenino,20,medellin,6,B,soltero/a,SI,44321
2879,2879@hotmail.com,masculino,57,medellin,5,C,casado/a,SI,90395
2880,2880@hotmail.com,masculino,39,bogota,4,C,divorciado/a,SI,97516
2881,2881@hotmail.com,femenino,53,bogota,4,C,soltero/a,SI,63512
2882,2882@hotmail.com,masculino,33,cali,4,C,soltero/a,SI,31793
2883,2883@hotmail.com,masculino,48,cali,4,D,soltero/a,SI,92948
2884,2884@hotmail.com,femenino,54,bogota,5,C,soltero/a,SI,34496
2885,2885@hotmail.com,masculino,60,bogota,4,A,casado/a,SI,66530
2886,2886@hotmail.com,masculino,67,bogota,6,A,soltero/a,SI,68692
2887,2887@hotmail.com,femenino,39,bogota,6,D,soltero/a,SI,23493
2888,2888@hotmail.com,masculino,33,cali,6,C,soltero/a,SI,35963
2889,2889@hotmail.com,masculino,42,barranquilla,4,B,soltero/a,SI,85266
2890,2890@hotmail.com,femenino,52,bucaramanga,4,B,soltero/a,SI,25891
2891,2891@hotmail.com,masculino,40,medellin,5,B,casado/a,SI,84243
2892,2892@hotmail.com,masculino,68,medellin,5,C,divorciado/a,SI,44638
2893,2893@hotmail.com,femenino,70,bogota,4,A,soltero/a,SI,52137
2894,2894@hotmail.com,masculino,67,bogota,6,C,soltero/a,SI,45334
2895,2895@hotmail.com,femenino,54,cali,5,C,soltero/a,SI,65424
2896,2896@hotmail.com,masculino,47,cali,6,D,soltero/a,SI,80024
2897,2897@hotmail.com,masculino,20,bogota,5,C,casado/a,SI,60238
2898,2898@hotmail.com,femenino,35,bogota,6,A,soltero/a,SI,53926
2899,2899@hotmail.com,masculino,27,bogota,4,A,soltero/a,SI,42887
2900,2900@hotmail.com,masculino,37,bogota,5,D,soltero/a,SI,98761
2901,2901@hotmail.com,femenino,28,cali,5,C,soltero/a,SI,97492
2902,2902@hotmail.com,masculino,33,barranquilla,4,B,soltero/a,SI,35038
2903,2903@hotmail.com,masculino,23,bucaramanga,5,B,casado/a,SI,37027
2904,2904@hotmail.com,masculino,26,medellin,5,A,divorciado/a,SI,28294
2905,2905@hotmail.com,femenino,59,medellin,4,C,soltero/a,NO,38557
2906,2906@hotmail.com,femenino,34,bogota,6,C,soltero/a,SI,35337
2907,2907@hotmail.com,masculino,51,bogota,6,C,soltero/a,SI,49737
2908,2908@hotmail.com,masculino,42,cali,6,C,soltero/a,SI,69106
2909,2909@hotmail.com,femenino,51,cali,4,D,casado/a,SI,88523
2910,2910@hotmail.com,masculino,48,bogota,4,C,soltero/a,SI,43844
2911,2911@hotmail.com,masculino,51,bogota,6,A,soltero/a,SI,63184
2912,2912@hotmail.com,masculino,53,bogota,6,A,soltero/a,SI,79146
2913,2913@hotmail.com,femenino,34,bogota,6,D,soltero/a,SI,33276
2914,2914@hotmail.com,femenino,52,cali,6,C,soltero/a,SI,53113
2915,2915@hotmail.com,masculino,57,barranquilla,5,B,casado/a,SI,63925
2916,2916@hotmail.com,masculino,52,bucaramanga,6,B,divorciado/a,SI,63160
2917,2917@hotmail.com,femenino,25,medellin,6,B,soltero/a,SI,25985
2918,2918@hotmail.com,masculino,49,medellin,4,C,soltero/a,SI,34193
2919,2919@hotmail.com,masculino,25,bogota,4,C,soltero/a,SI,25707
2920,2920@hotmail.com,masculino,44,bogota,6,C,soltero/a,SI,33909
2921,2921@hotmail.com,femenino,38,cali,6,C,casado/a,SI,80460
2922,2922@hotmail.com,femenino,27,cali,4,D,soltero/a,SI,31523
2923,2923@hotmail.com,masculino,23,bucaramanga,4,C,soltero/a,SI,74906
2924,2924@hotmail.com,masculino,51,cali,4,A,soltero/a,SI,47059
2925,2925@hotmail.com,femenino,33,medellin,6,A,soltero/a,SI,41155
2926,2926@hotmail.com,masculino,61,bucaramanga,6,D,soltero/a,SI,56831
2927,2927@hotmail.com,masculino,34,cali,4,C,casado/a,SI,94436
2928,2928@hotmail.com,masculino,49,medellin,4,B,divorciado/a,SI,33891
2929,2929@hotmail.com,femenino,60,bucaramanga,6,B,soltero/a,SI,86847
2930,2930@hotmail.com,femenino,35,cali,4,B,soltero/a,SI,50904
2931,2931@hotmail.com,masculino,25,medellin,6,C,soltero/a,SI,80686
2932,2932@hotmail.com,masculino,41,bucaramanga,6,C,soltero/a,SI,20184
2933,2933@hotmail.com,femenino,65,cali,6,C,casado/a,SI,85439
2934,2934@hotmail.com,masculino,38,medellin,4,A,soltero/a,SI,93938
2935,2935@hotmail.com,femenino,61,cali,6,D,soltero/a,SI,51871
2936,2936@hotmail.com,masculino,54,bogota,5,C,soltero/a,SI,52092
2937,2937@hotmail.com,masculino,54,bogota,4,B,soltero/a,SI,79865
2938,2938@hotmail.com,femenino,68,bogota,4,B,soltero/a,SI,98147
2939,2939@hotmail.com,masculino,54,bogota,5,B,casado/a,SI,36003
2940,2940@hotmail.com,masculino,53,cali,4,C,divorciado/a,SI,78869
2941,2941@hotmail.com,femenino,38,cali,6,C,soltero/a,SI,42618
2942,2942@hotmail.com,masculino,62,medellin,4,C,soltero/a,SI,68242
2943,2943@hotmail.com,masculino,53,medellin,6,C,soltero/a,SI,90131
2944,2944@hotmail.com,femenino,53,medellin,5,D,soltero/a,SI,75720
2945,2945@hotmail.com,masculino,22,cali,5,C,casado/a,SI,60940
2946,2946@hotmail.com,masculino,33,bogota,4,D,soltero/a,SI,95004
2947,2947@hotmail.com,femenino,62,bogota,6,D,soltero/a,SI,60323
2948,2948@hotmail.com,masculino,49,bogota,4,D,soltero/a,SI,70438
2949,2949@hotmail.com,masculino,36,bogota,5,C,soltero/a,SI,32121
2950,2950@hotmail.com,femenino,28,cali,4,B,soltero/a,SI,61084
2951,2951@hotmail.com,masculino,35,cali,4,B,casado/a,SI,94378
2952,2952@hotmail.com,masculino,60,bogota,5,B,divorciado/a,SI,96088
2953,2953@hotmail.com,femenino,35,bogota,4,C,soltero/a,SI,23182
2954,2954@hotmail.com,masculino,52,bogota,5,C,soltero/a,SI,43828
2955,2955@hotmail.com,femenino,37,bogota,6,C,soltero/a,SI,53842
2956,2956@hotmail.com,masculino,21,cali,5,C,soltero/a,SI,98431
2957,2957@hotmail.com,masculino,38,cali,5,D,casado/a,SI,25504
2958,2958@hotmail.com,femenino,48,bogota,5,C,soltero/a,SI,36292
2959,2959@hotmail.com,masculino,62,bogota,6,A,soltero/a,SI,54465
2960,2960@hotmail.com,masculino,43,bogota,5,A,soltero/a,SI,72955
2961,2961@hotmail.com,femenino,51,bogota,6,D,soltero/a,SI,54298
2962,2962@hotmail.com,masculino,25,cali,4,C,soltero/a,SI,60892
2963,2963@hotmail.com,masculino,25,barranquilla,6,B,casado/a,SI,61707
2964,2964@hotmail.com,femenino,41,bucaramanga,5,B,divorciado/a,SI,57956
2965,2965@hotmail.com,masculino,70,medellin,4,B,soltero/a,SI,78956
2966,2966@hotmail.com,masculino,35,medellin,4,C,soltero/a,SI,96243
2967,2967@hotmail.com,femenino,27,bogota,6,C,soltero/a,SI,64448
2968,2968@hotmail.com,masculino,39,bogota,4,C,soltero/a,SI,88060
2969,2969@hotmail.com,masculino,55,cali,6,C,casado/a,SI,98721
2970,2970@hotmail.com,femenino,28,cali,6,D,soltero/a,SI,47570
2971,2971@hotmail.com,masculino,28,bogota,6,C,soltero/a,SI,43530
2972,2972@hotmail.com,masculino,63,bogota,6,A,soltero/a,SI,40831
2973,2973@hotmail.com,femenino,69,bogota,6,A,soltero/a,SI,70598
2974,2974@hotmail.com,masculino,69,bogota,6,D,soltero/a,SI,32472
2975,2975@hotmail.com,femenino,63,cali,5,C,casado/a,SI,33907
2976,2976@hotmail.com,masculino,62,barranquilla,6,B,divorciado/a,NO,54680
2977,2977@hotmail.com,masculino,38,bucaramanga,4,B,soltero/a,SI,43481
2978,2978@hotmail.com,femenino,34,medellin,5,B,soltero/a,SI,98450
2979,2979@hotmail.com,masculino,56,medellin,5,C,soltero/a,SI,75321
2980,2980@hotmail.com,masculino,58,bogota,4,C,soltero/a,SI,54107
2981,2981@hotmail.com,femenino,26,bogota,6,C,casado/a,SI,25227
2982,2982@hotmail.com,masculino,24,cali,4,C,soltero/a,SI,42866
2983,2983@hotmail.com,masculino,63,cali,5,D,soltero/a,SI,99672
2984,2984@hotmail.com,femenino,22,bogota,4,C,soltero/a,SI,31700
2985,2985@hotmail.com,masculino,24,bogota,5,A,soltero/a,SI,88723
2986,2986@hotmail.com,masculino,51,bogota,4,A,soltero/a,SI,48530
2987,2987@hotmail.com,femenino,39,bogota,4,D,casado/a,SI,60654
2988,2988@hotmail.com,masculino,47,cali,5,C,divorciado/a,SI,83276
2989,2989@hotmail.com,masculino,55,barranquilla,6,B,soltero/a,SI,24424
2990,2990@hotmail.com,femenino,33,bucaramanga,4,B,soltero/a,SI,40684
2991,2991@hotmail.com,masculino,25,medellin,4,B,soltero/a,SI,53381
2992,2992@hotmail.com,masculino,63,medellin,5,C,soltero/a,SI,50760
2993,2993@hotmail.com,femenino,28,bogota,4,A,casado/a,SI,63947
2994,2994@hotmail.com,masculino,40,bogota,5,C,soltero/a,SI,36023
2995,2995@hotmail.com,femenino,53,cali,5,C,soltero/a,SI,61147
2996,2996@hotmail.com,masculino,67,cali,4,D,soltero/a,SI,95284
2997,2997@hotmail.com,masculino,41,bogota,4,C,soltero/a,SI,29350
2998,2998@hotmail.com,femenino,52,bogota,4,A,soltero/a,SI,62241
2999,2999@hotmail.com,masculino,29,bogota,4,A,casado/a,SI,71569
3000,3000@hotmail.com,masculino,65,bogota,6,D,divorciado/a,SI,91628
3001,3001@hotmail.com,femenino,65,cali,4,C,soltero/a,SI,63726
3002,3002@hotmail.com,masculino,61,barranquilla,5,B,soltero/a,SI,80810
3003,3003@hotmail.com,masculino,32,bucaramanga,6,B,soltero/a,SI,20313
3004,3004@hotmail.com,masculino,48,medellin,6,A,soltero/a,NO,82835
3005,3005@hotmail.com,femenino,70,medellin,5,C,casado/a,SI,39344
3006,3006@hotmail.com,femenino,22,bogota,5,C,soltero/a,SI,85445
3007,3007@hotmail.com,masculino,57,bogota,4,C,soltero/a,SI,22844
3008,3008@hotmail.com,masculino,24,cali,6,C,soltero/a,SI,67245
3009,3009@hotmail.com,femenino,32,cali,5,D,soltero/a,SI,58052
3010,3010@hotmail.com,masculino,69,bogota,5,C,soltero/a,SI,33040
3011,3011@hotmail.com,masculino,46,bogota,5,A,casado/a,SI,27321
3012,3012@hotmail.com,masculino,62,bogota,5,A,divorciado/a,SI,98348
3013,3013@hotmail.com,femenino,55,bogota,5,D,soltero/a,SI,58051
3014,3014@hotmail.com,femenino,37,cali,6,C,soltero/a,SI,31050
3015,3015@hotmail.com,masculino,60,barranquilla,6,B,soltero/a,SI,68596
3016,3016@hotmail.com,masculino,60,bucaramanga,4,B,soltero/a,SI,96681
3017,3017@hotmail.com,femenino,60,medellin,6,B,casado/a,SI,92221
3018,3018@hotmail.com,masculino,25,medellin,4,C,soltero/a,SI,79842
3019,3019@hotmail.com,masculino,64,bogota,4,C,soltero/a,SI,48545
3020,3020@hotmail.com,masculino,50,bogota,6,C,soltero/a,SI,55316
3021,3021@hotmail.com,femenino,29,cali,4,C,soltero/a,SI,32997
3022,3022@hotmail.com,femenino,52,cali,4,D,soltero/a,SI,53893
3023,3023@hotmail.com,masculino,46,bucaramanga,6,C,casado/a,SI,34922
3024,3024@hotmail.com,masculino,32,cali,6,A,divorciado/a,SI,57308
3025,3025@hotmail.com,femenino,62,medellin,4,A,soltero/a,SI,28109
3026,3026@hotmail.com,masculino,43,bucaramanga,6,D,soltero/a,SI,51430
3027,3027@hotmail.com,masculino,54,cali,6,C,soltero/a,SI,52870
3028,3028@hotmail.com,masculino,27,medellin,5,B,soltero/a,SI,34992
3029,3029@hotmail.com,femenino,33,bucaramanga,6,B,casado/a,SI,48785
3030,3030@hotmail.com,femenino,35,cali,5,B,soltero/a,SI,33851
3031,3031@hotmail.com,masculino,22,medellin,6,C,soltero/a,SI,78144
3032,3032@hotmail.com,masculino,39,bucaramanga,5,C,soltero/a,SI,31104
3033,3033@hotmail.com,femenino,22,cali,6,C,soltero/a,SI,69180
3034,3034@hotmail.com,masculino,35,medellin,6,A,soltero/a,SI,25894
3035,3035@hotmail.com,femenino,32,cali,5,D,casado/a,SI,41417
3036,3036@hotmail.com,masculino,27,bogota,4,C,divorciado/a,SI,84712
3037,3037@hotmail.com,masculino,53,bogota,4,B,soltero/a,SI,95715
3038,3038@hotmail.com,femenino,67,bogota,6,B,soltero/a,SI,86600
3039,3039@hotmail.com,masculino,68,bogota,4,B,soltero/a,SI,49526
3040,3040@hotmail.com,masculino,57,cali,5,C,soltero/a,SI,53530
3041,3041@hotmail.com,femenino,64,cali,4,C,casado/a,SI,31035
3042,3042@hotmail.com,masculino,20,medellin,5,C,soltero/a,SI,36447
3043,3043@hotmail.com,masculino,70,medellin,5,C,soltero/a,SI,71439
3044,3044@hotmail.com,femenino,44,medellin,6,D,soltero/a,SI,84374
3045,3045@hotmail.com,masculino,25,cali,6,C,soltero/a,SI,94711
3046,3046@hotmail.com,masculino,69,bogota,6,D,soltero/a,SI,80151
3047,3047@hotmail.com,femenino,55,bogota,5,D,casado/a,SI,39157
3048,3048@hotmail.com,masculino,28,bogota,6,D,divorciado/a,SI,60777
